,CAND_NAME,CAND_OFFICE_ST,TTL_DISB
2172,"NIOU, YUH-LINE",NY,602838.29
2173,"SIMON, JO ANNE",NY,509396.98
2174,"LI, JIMMY JIANG",NY,101721.0
2175,"DE BLASIO, BILL",NY,394463.68
2176,"GOLDMAN, DANIEL",NY,7021461.69
2177,"HOLTZMAN, ELIZABETH",NY,335972.06
2178,"RIVERA, CARLINA",NY,871147.88
2179,"ROSENBERG, MIKHAIL OLIVER",NY,0.0
2180,"HAMDAN, BENINE",NY,24982.86
2181,"NIGRO, JEANNE",NY,1795.13
2182,"RAMOS DEBARROS, BRITTANY",NY,615695.41
2183,"ROSE, MAX",NY,4091798.14
2184,"AGODA-KOUSSEMA, KOMI L.T. DR.",NY,145423.27
2185,"MELSON, BOYD",NY,9079.14
2186,"DECILLIS, ALFRED MICHAEL",NY,33535.99
2187,"ROSE, MAX",NY,59241.02
2188,"MOHAN, RADHAKRISHNA",NY,0.0
2189,"MALLIOTAKIS, NICOLE",NY,4614769.99
2190,"SALADINO, JOSEPH PETER",NY,0.0
2191,"CALDARERA, JOSEPH MATTHEW",NY,693.36
2192,"GRIMM, MICHAEL",NY,905.0
2193,"MATLAND, JOHN",NY,47772.3
2194,"AKINDUDE, KEMI",NY,85.64
2195,"ASHCRAFT, LAUREN",NY,39.2
2196,"SHETH, ASHMI",NY,246036.42
2197,"ABDELHAMID, RANA",NY,932349.81
2198,"CONTRERAS, MAYA",NY,93636.45
2199,"MALONEY, CAROLYN B.",NY,4549652.61
2200,"NADLER, JERROLD L.",NY,2723868.12
2201,"PATEL, SURAJ",NY,1764229.24
2202,"ZUMBLUSKAS, MICHAEL K MR.",NY,13021.03
2203,"ITKIS, MIKHAIL",NY,91554.23
2204,"RODRIGUEZ, RAMON",NY,20.0
2205,"ESPAILLAT, ADRIANO",NY,1294859.2
2206,"WILLIAMS, LINDSEY DEMART",NY,26524.34
2207,"WRIGHT, KEITH L T",NY,0.0
2208,"CARUSO-CABRERA, MICHELLE",NY,130830.01
2209,"OCASIO-CORTEZ, ALEXANDRIA",NY,10813614.59
2210,"PAPAZIAN, RUTH MS",NY,1400.61
2211,"MURRAY, SCHERIE",NY,20267.74
2212,"CUMMINGS, JOHN C.",NY,202575.96
2213,"CUELLAR, DESI",NY,271604.98
2214,"FORTE, TINA",NY,1523436.04
2215,"HERNANDEZ, MIGUEL MR.",NY,0.0
2216,"SPOTORNO, FRANK",NY,0.0
2217,"DE JESUS-CONIGLIO, PURA",NY,39060.31
2218,"HOWE, JONATHAN MR.",NY,1449.77
2219,"TORRES, RITCHIE JOHN",NY,901735.6
2220,"DIAZ, RUBEN REV. SR",NY,20.0
2221,"MARK-VIVERITO, MELISSA",NY,47523.09
2222,"RODRIGUEZ, YDANIS",NY,0.0
2223,"SERRANO, JOSE E.",NY,36093.55
2224,"FAULKNER , MICHEL",NY,0.0
2225,"GHEBREGHIORGIS, ANDOM A.",NY,0.0
2226,"BOWMAN, JAMAAL",NY,1884258.57
2227,"FINK, CHRIS",NY,162.56
2228,"PARKER, CATHERINE F",NY,403766.26
2229,"CASANOVA DOMINGUEZ, MANUEL IGNACIO",NY,69270.3
2230,"GASHI, VEDAT",NY,849249.17
2231,"JAFFE, MARK",NY,4659.84
2232,"ENGEL, ELIOT L.",NY,24363.66
2233,"FAULKNER, WILLIAM",NY,237885.69
2234,"FLISSER, MIRIAM",NY,1316.26
2235,"CARLUCCI, DAVID",NY,3438.84
2236,"FARKAS, EVELYN",NY,11281.48
2237,"BIAGGI, ALESSANDRA",NY,895210.96
2238,"MALONEY, SEAN PATRICK",NY,6774863.38
2239,"LOWEY, NITA M",NY,201303.63
2240,"MCARDLE SCHULMAN, MAUREEN B MRS",NY,939.48
2241,"SCHREPEL, JACK",NY,12554.35
2242,"LAWLER, MICHAEL VINCENT",NY,1514858.94
2243,"FALCIGLIA, CHARLES J.",NY,6158.54
2244,"EISEN, JOSH",NY,0.0
2245,"PARIETTI, MIKE I.",NY,0.0
2246,"BETANCOURT, ISMAEL JR.",NY,0.0
2247,"MILLS, AISHA",NY,55187.69
2248,"MCCLINTON, SAKIMA",NY,1902.62
2249,"RYAN, PATRICK",NY,4675636.68
2250,"FARLEY, CHELE CHIAVACCI",NY,34086.39
2251,"SCHMITT, COLIN J",NY,2060312.62
2252,"CASTRICONE, DAN",NY,0.0
2253,"SMITH, SCOTT A",NY,863.9
2254,"CHENEY, JAMIE",NY,760394.75
2255,"DELGADO, ANTONIO",NY,6909193.54
2256,"RILEY, JOSH",NY,4126452.37
2257,"HAWATMEH, OLA",NY,190000.0
2258,"VAN DE WATER, KYLE",NY,33699.52
2259,"MOLINARO, MARCUS J.",NY,2405283.56
2260,"HEANEY, ANDREW",NY,180.0
2261,"BISHOP, BOB",NY,0.0
2262,"MURPHY, SCOTT M",NY,200.0
2263,"CHAIRES, JUSTIN RAPHAEL MR",NY,11871.23
2264,"RAR, ROSTISLAV",NY,17262.83
2265,"FALLON-UNDERWOOD, JACK",NY,3483.02
2266,"FEINER, PAUL J",NY,99.1
2267,"TONKO, PAUL DAVID",NY,1796119.96
2268,"JOY, ELIZABETH L",NY,1180184.37
2269,"NELSON, PATRICK F",NY,0.0
2270,"WATSON, EZRA",NY,3534.45
2271,"PUTORTI, MATTHEW",NY,936552.39
2272,"FARRELL, BRIDIE",NY,277764.72
2273,"CASTELLI, MATT",NY,2410147.2
2274,"SHERRILL, KEITH",NY,0.0
2275,"KOONS, LONNY",NY,6986.15
2276,"STEFANIK, ELISE M.",NY,10314222.93
2277,"CONOLE, FRANCIS",NY,3006793.9
2278,"RIDLEY, MIKAYLA",NY,8797.44
2279,"FAJANS-TURNER, VANESSA",NY,273401.17
2280,"ROBERTS, SAM",NY,134334.47
2281,"KLEE HOOD, SARAH",NY,173199.71
2282,"BRINDISI, ANTHONY",NY,353189.12
2283,"WILLIAMS, BRANDON MCDONALD",NY,863816.53
2284,"SIGLER, MICHAEL J.",NY,164462.38
2285,"WELLS, STEVEN M",NY,1195396.85
2286,"NOREN, SCOTT A",NY,10832.38
2287,"DELLA PIA, MAX",NY,313783.75
2288,"MITRANO, TRACY",NY,15029.09
2289,"JACOBS, CHRISTOPHER L.",NY,891993.64
2290,"SEMPOLINSKI, JOSEPH",NY,285691.68
2291,"MOON, RICHARD",NY,90380.17
2292,"CENEDELLA, MARC CHRISTIAN",NY,39498.56
2293,"PALADINO, CARL PASQUALE",NY,2080537.3
2294,"LANGWORTHY, NICK",NY,673237.93
2295,"HOLDEN, STEVEN WESLEY SR.",NY,106423.57
2296,"MAJOK, CHOL-AWAN A",NY,37392.61
2297,"BALTER, DANA",NY,5856.83
2298,"MCCARTHY, ANDREW KYLE",NY,59638.62
2299,"FRATTO, MARIO",NY,364233.99
2300,"MURTARI, JOHN",NY,26595.53
2301,"KO, TIM",NY,35230.69
2302,"RAYBURN, FLOYD MR.",NY,0.0
2303,"TENNEY, CLAUDIA",NY,3583538.59
2304,"KATKO, JOHN M",NY,1111253.8
2305,"MORELLE, JOSEPH D",NY,2280942.8
2306,"WILT, ROBIN",NY,0.0
2307,"SINGLETARY, LA'RON DESMOND",NY,703599.57
2308,"EGRIU, EMIN",NY,101405.42
2309,"HIGGINS, BRIAN",NY,1843302.87
2310,"SAMS, STEVEN LYNN MR II",NY,36659.11
2311,"MCMURRAY, NATHAN",NY,20533.29
2312,"PARLATO, BETH",NY,0.0
2313,"WHITMER, DUANE JAMES",NY,0.0
2314,"MASSA, ERIC JJ",NY,330.0
2315,"LAFALCE, JOHN J",NY,52041.05
2316,"SCHRODER, KATE",OH,14461.93
2317,"LANDSMAN, GREG",OH,2659150.16
2318,"KUNDRATA, FREDERICK LOUIS III",OH,0.0
2319,"PUREVAL, AFTAB",OH,0.0
2320,"CENTERS, BRENT W",OH,83734.3
2321,"CHABOT, STEVE",OH,2220935.8
2322,"KAHN, KEVIN",OH,3976.6
2323,"CASTLE, JAIME",OH,10308.3
2324,"MEADOWS, SAMANTHA",OH,28330.05
2325,"DARNOWSKY, ALAN",OH,12812.75
2326,"TYSZKIEWICZ, MAREK",OH,0.0
2327,"WENSTRUP, BRAD DR.",OH,1637944.69
2328,"BRINKMAN, THOMAS E",OH,0.0
2329,"HEIMLICH, PHILIP M MR.",OH,42493.0
2330,"BEATTY, JOYCE",OH,1015963.46
2331,"MEADE, MATTHEW ALLEN",OH,3676.61
2332,"LONG, CHRIS",OH,0.0
2333,"VENNON, ERIC T",OH,0.0
2334,"SITES, JEFFREY ALAN",OH,916816.42
2335,"WILSON, TAMIE",OH,168923.82
2336,"WILSON, TAMARA",OH,168923.82
2337,"JORDAN, JAMES D.",OH,12607989.09
2338,"SWARTZ, CRAIG STEPHEN",OH,54692.3
2339,"HEBERLING, MARTIN MATHIAS MR. III",OH,13245.06
2340,"LATTA, ROBERT EDWARD",OH,1292012.13
2341,"LYRAS, LOUIS GEORGE",OH,130506.12
2342,"JOHNSON, BILL",OH,1516890.23
2343,"MORGENSTERN, MICHAEL S.",OH,6538.12
2344,"HEALY-ABRAMS, JOYCE",OH,0.0
2345,"RADER, TRISTAN",OH,5557.07
2346,"DIEMER, MATTHEW",OH,276778.53
2347,"GIBBS, ROBERT",OH,853756.43
2348,"SHOEMAKER, MATTHEW",OH,106236.0
2349,"SABATUCCI, DANTE",OH,15787.87
2350,"MILLER, MAX",OH,2937312.38
2351,"AUSTRIA, STEVE C",OH,3600.0
2352,"ENOCH, VANESSA",OH,0.0
2353,"HEIMLICH, PHIL",OH,42493.0
2354,"DAVIDSON, WARREN",OH,1026539.76
2355,"KAPTUR, MARCY",OH,3741300.53
2356,"MAJEWSKI, J R",OH,1152042.12
2357,"GAVARONE, THERESA",OH,289265.44
2358,"RIEDEL, CRAIG",OH,617690.52
2359,"BADDAR, YOUSEFF MILAD",OH,6218.34
2360,"MOYER, ERIC",OH,0.0
2361,"STAPLETON, BAXTER",OH,9294.62
2362,"ESRATI, DAVID",OH,45453.15
2363,"TURNER, MICHAEL R REP.",OH,996657.55
2364,"TURNER, NINA",OH,7530070.17
2365,"BROWN, M SHONTEL",OH,4320264.06
2366,"JOHNSON, JEFFREY DAVID",OH,6227.42
2367,"BARNES, JOHN E JR",OH,16600.31
2368,"SMITH, SHIRLEY A MS",OH,23559.72
2369,"FLANNERY, BRYAN",OH,141772.99
2370,"COREY, SETH",OH,60939.46
2371,"FUDGE, MARCIA L.",OH,219603.39
2372,"MANDEL, JOSHUA A",OH,7627692.65
2373,"GORE, LAVERNE",OH,46336.55
2374,"SCHULZ, JONAH",OH,76500.9
2375,"WASHINGTON ROSS, FELICIA",OH,5682.0
2376,"GOLDSTEIN, BEVERLY A.",OH,0.0
2377,"SHEARER, ALAINA",OH,38569.14
2378,"O'CONNOR, DANIEL JAY JR.",OH,328447.11
2379,"LAPE, BRANDON",OH,489.2
2380,"TIBERI, PATRICK J.",OH,372070.35
2381,"BALDERSON, WILLIAM TROY",OH,1497659.76
2382,"STEWART, JOHN",OH,1856.2
2383,"JONES, ERIC SCOTT",OH,0.0
2384,"SYKES, EMILIA",OH,2464050.33
2385,"RYAN, TIMOTHY",OH,1438219.02
2386,"SANTOS, ROBERT",OH,3549.0
2387,"SAYLOR, RYAN",OH,17289.27
2388,"GILBERT, MADISON GESIOTTO",OH,2179566.38
2389,"HAWKINS, SHAY",OH,149154.09
2390,"GADDIS, CHARLIE",OH,25069.91
2391,"WHEELER, GREGORY",OH,204130.04
2392,"FOLGER PORTER, JANET L",OH,59056.5
2393,"SCHULZ, JONAH",OH,76500.9
2394,"DEPIZZO, CHRIS",OH,0.0
2395,"HAGAN, CHRISTINA",OH,14624.38
2396,"MUERI, HILLARY O'CONNOR",OH,4798.48
2397,"KILBOY, MATTHEW",OH,90244.74
2398,"KELLEY, BRENDEN P.",OH,375831.05
2399,"JOYCE, DAVID P",OH,1362001.76
2400,"AWTREY, PATRICK EUGENE MR.",OH,6814.58
2401,"STINZIANO, MICHAEL",OH,0.0
2402,"RUSSO, ALLISON",OH,978556.95
2403,"BETTS, GREG",OH,9489.3
2404,"JOSEPHSON, GARY",OH,41037.94
2405,"HOOD, RONALD E",OH,283849.4
2406,"PRYCE, DEBORAH D.",OH,0.0
2407,"PETERSON, BOB",OH,590625.88
2408,"STEWART, BRIAN",OH,108509.38
2409,"LARE, JEFF",OH,336127.24
2410,"KUNZE, STEPHANIE L.",OH,104823.62
2411,"EDMONDS, RUTH",OH,499566.14
2412,"TARAZI, OMAR",OH,210081.99
2413,"HWANG, THOMAS",OH,758401.92
2414,"CAREY, MIKE",OH,2200382.42
2415,"COOPERRIDER, THAD CHALMERS",OH,17350.0
2416,"STIVERS, STEVE MR.",OH,2263971.06
2417,"GODFREY, AARON PAUL",OH,626.38
2418,"RENACCI, JAMES B.",OH,36260.0
2419,"SCHURING, KIRK",OH,0.0
2420,"GONZALEZ, ANTHONY E",OH,1251264.26
2421,"SWOBODA, JOHN PATRICK",OK,146.15
2422,"MARTIN, ADAM",OK,32748.96
2423,"BRIDENSTINE, JAMES FREDERICK",OK,79338.5
2424,"HERN, KEVIN",OK,1302829.11
2425,"ROGERS, EVELYN L (LOUISE)",OK,1810.86
2426,"LANIER, DANYELL",OK,367.44
2427,"ANDREWS, NAOMI",OK,7072.01
2428,"BOREN, DAVID DANIEL",OK,117990.73
2429,"MULLIN, MARKWAYNE MR.",OK,5960343.17
2430,"QUINN, MARTY L",OK,206358.67
2431,"SCHILLER, CHRIS",OK,835561.47
2432,"WYATT, ERICK",OK,536.0
2433,"ROBERTS, DUSTIN",OK,194518.74
2434,"JOHN, BENNETT",OK,270920.0
2435,"TEEHEE, JOHNNY",OK,287002.83
2436,"FRIX, AVERY",OK,887383.88
2437,"GORDON, PAMELA SMITH",OK,10784.09
2438,"BARKER, GUY STUART",OK,974268.36
2439,"NOFIRE, JOHN WESLEY",OK,142199.92
2440,"BRECHEEN, JOSH",OK,570711.76
2441,"DERBY, DAVID",OK,189551.54
2442,"JACKSON, JARRIN DALE",OK,10.0
2443,"ROBERTS, KEVIN SEAN",OK,13555.55
2444,"BURLESON, WILLIAM WADE",OK,246095.97
2445,"LUCAS, FRANK D.",OK,1598940.29
2446,"BRANNON, MARY",OK,-1632.0
2447,"COLE, TOM",OK,2308811.85
2448,"NUTTLE, MARC",OK,2595.36
2449,"TAYLOR, JAMES",OK,14017.45
2450,"HARRIS-TILL, JOSHUA",OK,59997.32
2451,"HORN, KENDRA",OK,1977811.3
2452,"LANKFORD, JAMES PAUL MR.",OK,4605408.31
2453,"BICE, STEPHANIE",OK,2081305.19
2454,"NEESE, TERRY",OK,109.55
2455,"LANDON, SHELDON (SHELLI) ELIZABETH DR ",OK,0.0
2456,"BANKS, SUBRINA",OK,32408.0
2457,"CALVEY, KEVIN",OK,0.0
2458,"BONAMICI, SUZANNE MS.",OR,923801.93
2459,"PHILLIPS, G. SCOTT",OR,24094.58
2460,"HOLM, JOHN PAUL",OR,53.0
2461,"SPENSER, ALEX",OR,332.55
2462,"YETTER, JOSEPH FREDERICK III",OR,100291.79
2463,"BENTZ, CLIFF",OR,567066.62
2464,"BUEHLER, KNUTE",OR,30132.05
2465,"CAVENER, MARK",OR,0.0
2466,"WALDEN, GREGORY P. MR.",OR,134864.47
2467,"BLUMENAUER, EARL",OR,1290205.48
2468,"HARBOUR, JOANNA",OR,8346.47
2469,"HARRISON, THOMAS",OR,290.6
2470,"HOYLE, VALERIE",OR,2505746.09
2471,"KALLOCH, ANDREW",OR,288629.05
2472,"SELKER, JOHN STEVEN DR.",OR,212997.0
2473,"MULHOLLAND, ZACHARY FLEMING",OR,1666.0
2474,"AL-ABDRABBUH, SAMI",OR,54714.09
2475,"CANNING, DOYLE",OR,281376.12
2476,"ARCANGEL, DANIEL R",OR,0.0
2477,"ROBINSON, ART DR.",OR,10.0
2478,"SKARLATOS, ALEK",OR,4529887.54
2479,"VAN TRESS, JEREMY",OR,47008.0
2480,"PERKINS, JO RAE",OR,146833.81
2481,"GAMBA, MARK",OR,17354.46
2482,"MCLEOD-SKINNER, JAMIE",OR,3556656.4
2483,"SCHRADER, KURT",OR,5161089.89
2484,"CRUMPACKER, JIMMY",OR,471824.13
2485,"CHAVEZ-DEREMER, LORI",OR,2558814.1
2486,"DI PAOLA, JOHN",OR,123034.58
2487,"ROSES, LAUREL",OR,9731.22
2488,"CALLAHAN, MARK ALLEN",OR,0.0
2489,"REYNOLDS, STEVEN CODY",OR,2699903.69
2490,"EASTON, KEVIN",OR,6646.01
2491,"SMITH, LORETTA",OR,359837.26
2492,"WEST, MATTHEW",OR,1335533.4
2493,"SALINAS, ANDREA",OR,3344124.54
2494,"HARDER, KATHLEEN",OR,473609.25
2495,"FLYNN, CARRICK RONAN MORGAN",OR,1147785.73
2496,"ALONSO LEON, TERESA",OR,104004.1
2497,"COURSER, AMY RYAN",OR,117137.88
2498,"RUSS, DAVID HONORABLE",OR,10406.12
2499,"SANDVIG, NATE",OR,262157.83
2500,"PLOWHEAD, ANGELA",OR,55891.86
2501,"NOBLE, RON",OR,142948.22
2502,"BUNN, JAMES (JIM)",OR,27074.0
2503,"ERICKSON, MIKE",OR,3933151.56
2504,"BURTON, DANIEL LEROY JR",PA,53824.44
2505,"FINELLO, CHRISTINA",PA,61821.71
2506,"HURWITZ, SKYLAR",PA,1120.25
2507,"EHASZ, ASHLEY",PA,959000.67
2508,"FERMO, PAUL",PA,143017.54
2509,"MEEHAN, ANDREW",PA,0.0
2510,"PRUETT, DASHA",PA,14302.23
2511,"ENTIN, ALEX",PA,19577.06
2512,"FITZPATRICK, BRIAN",PA,3104913.17
2513,"AVERY, CAROLINE",PA,7218.65
2514,"BOYLE, BRENDAN F",PA,779236.87
2515,"HUNT, ALEXANDRA",PA,731953.11
2516,"RODILL, AUSTIN MR.",PA,64.47
2517,"COGBILL, MICHAEL",PA,7900.0
2518,"EVANS, DWIGHT",PA,1149010.13
2519,"ENGLISH, PHILIP S.",PA,383.93
2520,"DEAN, MADELEINE",PA,1864827.35
2521,"BARNETTE, KATHY",PA,2463931.69
2522,"NASCIMENTO, CHRISTIAN",PA,233953.47
2523,"DAVID, DAN",PA,1124.45
2524,"TARSHISH, JOE MR.",PA,300.46
2525,"LANNI, LOU",PA,562600.0
2526,"LI, LINDY",PA,4500.0
2527,"WERTIME, DAVID",PA,763.2
2528,"SCANLON, MARY GAY",PA,1461321.05
2529,"JORDAN, ROBERT",PA,1949.33
2530,"GALLUCH, DAVID",PA,734779.14
2531,"HOULAHAN, CHRISSY",PA,4877340.13
2532,"COSTELLO, RYAN A",PA,120601.95
2533,"EMMONS, JOHN MR.",PA,7465.63
2534,"KENNEDY, ROBERT JAMES III",PA,63777.88
2535,"FANELLI, STEVE",PA,937221.66
2536,"VOGEL, RON",PA,299950.21
2537,"MAURO, REGINA",PA,59275.18
2538,"CIARROCCHI, GUY",PA,1038514.19
2539,"EDWARDS, GREG",PA,21251.42
2540,"WILD, SUSAN",PA,6916454.96
2541,"WELCH, STEVEN D",PA,0.0
2542,"MEEHAN, PATRICK L. MR",PA,0.0
2543,"SCHELLER, LISA",PA,6381159.34
2544,"DELLICKER, KEVIN",PA,231514.99
2545,"MACKENZIE, RYAN EDWARD",PA,75952.98
2546,"BROWNING, DEAN NAPIER",PA,0.0
2547,"LANZARO-FISHER, JON",PA,30102.13
2548,"CARTWRIGHT, MATTHEW A.",PA,5441519.59
2549,"DANIELS, TEDDY",PA,619710.52
2550,"BOGNET, JIM",PA,2933077.64
2551,"MARSICANO, MICHAEL",PA,748745.49
2552,"CHRIN, JOHN R",PA,0.0
2553,"WALDMAN, AMANDA",PA,30301.97
2554,"WEGMAN, GARY",PA,17601.29
2555,"KELLER, FRED",PA,760909.57
2556,"MEUSER, DANIEL",PA,1099598.07
2557,"BRIER, THOMAS F JR",PA,0.0
2558,"DEPASQUALE, EUGENE",PA,253077.28
2559,"COPLEN, RICK",PA,34165.49
2560,"DANIELS, SHAMAINE MS",PA,409977.04
2561,"PERRY, SCOTT",PA,2938552.43
2562,"ALLEN, BRIAN",PA,6444.04
2563,"HAMMOND, SARAH",PA,5507.67
2564,"HOLLISTER, ROBERT MICHAEL III",PA,316796.79
2565,"KING, JESSICA",PA,210.41
2566,"SMUCKER, LLOYD K.",PA,1326644.62
2567,"BEILER, CHET",PA,250.0
2568,"GRIFFIN, LEE",PA,1278.7
2569,"DICKINSON, GERALD",PA,769790.87
2570,"LEE, SUMMER",PA,1766869.98
2571,"IRWIN, STEVEN",PA,1675433.1
2572,"PATEL, BHAVINI",PA,66967.71
2573,"DOYLE, MICHAEL",PA,205104.56
2574,"ELIZABETH, TERWILLIGER",PA,17629.11
2575,"ROWLEY, TODD",PA,252.71
2576,"MARGOLIES-MEZVINSKY, MARJORIE",PA,0.0
2577,"ARKOOSH, VALERIE ANN",PA,4583.93
2578,"MANNS, JEFFREY D",PA,2391.72
2579,"JOYCE, JOHN",PA,410332.4
2580,"RESCHENTHALER, GUY MR.",PA,2063661.92
2581,"MOLESEVICH, MIKE",PA,46523.92
2582,"RATHMELL, GEORGE",PA,16343.0
2583,"THOMPSON, GLENN MR.",PA,2357185.61
2584,"GNIBUS, KRISTY",PA,5265.52
2585,"TELESZ, RICHARD EDWARD",PA,40783.48
2586,"PASTORE, DANIEL",PA,840681.29
2587,"KELLY, GEORGE J JR",PA,1288267.95
2588,"MURRAY, WILLIAM ROYSDON",PA,1345.25
2589,"DELUZIO, CHRISTOPHER",PA,3236998.47
2590,"MELOY, SEAN",PA,321273.32
2591,"LAMB, CONOR",PA,7182029.68
2592,"TIMKO, SCOTT RICHARD",PA,0.0
2593,"PARNELL, RICHARD SEAN",PA,2301588.68
2594,"STAIBLE, TRICIA",PA,108711.0
2595,"CAVARETTA, DEAN",PA,0.04
2596,"KILLMEYER, JASON",PA,177329.75
2597,"SHAFFER, JEREMY",PA,2721426.5
2598,"DEMARCO, SAMUEL III",PA,10630.0
2599,"CODER, KATHY",PA,33668.61
2600,"GEISSINGER, GLENN A",PA,0.0
2601,"BROOKS, JANIS C DR",PA,292.0
2602,"WOODARD, JEFF",PA,1196.0
2603,"DOYLE, MICHAEL",PA,436436.7
2604,"BROOKS, JANIS C REV DR",PA,292.0
2605,"HERNANDEZ-MAYORAL, JOSE A",PR,0.0
2606,"ACEVEDO-VILA, ANIBAL",PR,7711.4
2607,"PIERLUISI, PEDRO",PR,0.0
2608,"HENRIQUEZ, ADA NORAH ESQ",PR,58.11
2609,"VIVONI, MIGUEL HERNANDEZ",PR,0.0
2610,"GONZALEZ COLON, JENNIFFER",PR,407384.14
2611,"ALBORS, JUAN CARLOS",PR,0.0
2612,"CICILLINE, DAVID N",RI,1589784.38
2613,"LYNCH, WILLIAM J",RI,0.0
2614,"WATERS, ALLEN R",RI,46359.34
2615,"WYSOCKI, FREDERICK",RI,2680.25
2616,"LANGEVIN, JAMES R HONORABLE",RI,549187.09
2617,"CONLEY, DYLAN",RI,84.0
2618,"DICKINSON, SPENCER E",RI,6687.5
2619,"PACHECO, EDWIN",RI,61363.27
2620,"FOX, JOY",RI,326225.4
2621,"MAGAZINER, SETH",RI,3855224.34
2622,"BAH, OMAR",RI,95719.22
2623,"SEGAL, DAVID",RI,595670.75
2624,"MORGENTHAU, SARAH",RI,868841.82
2625,"LANCIA, BOB",RI,164033.07
2626,"DE LA CRUZ, JESSICA",RI,69693.23
2627,"FUNG, ALLAN",RI,2203151.5
2628,"CINGOLANI, REBECCA NIESS",SC,13576.71
2629,"ANDREWS, ANNIE DR.",SC,1941720.9
2630,"COLBERT BUSCH, ELIZABETH",SC,8830.0
2631,"CUNNINGHAM, JOE",SC,25773.75
2632,"COVERT, MICHAEL",SC,0.0
2633,"MACE, NANCY",SC,5657537.76
2634,"COX, CHRIS",SC,524.1
2635,"PIPER-LOOMIS, LYNZ",SC,147598.49
2636,"CENTURION, INGRID",SC,47208.23
2637,"BLANDFORD, KEITH WARRICK",SC,0.0
2638,"ARRINGTON, KATIE",SC,1011046.45
2639,"SANFORD, MARSHALL C. HON.",SC,25760.7
2640,"HORNE, JENNY A",SC,0.0
2641,"OTMAN, ALEJANDRO ARIEL MR",SC,0.0
2642,"BOROUGHS, ADAIR FORD",SC,3273.73
2643,"KARR, GREGORY BLANE",SC,11519.45
2644,"LARKINS, JUDDSON",SC,94499.97
2645,"ROBERTSON, ANNABELLE",SC,0.0
2646,"WILSON, JOE THE HON.",SC,804256.51
2647,"CLEVELAND, HOSEA N",SC,0.0
2648,"DUNCAN, JEFFREY D MR.",SC,1433805.4
2649,"NELSON, KIMBERLY",SC,317.02
2650,"TURNER, D LEE",SC,23211.0
2651,"SMART, ANDREW THOMAS",SC,0.0
2652,"GOWDY, TREY",SC,905413.15
2653,"LAPIERRE, MICHAEL JAMES MR.",SC,185207.43
2654,"BURNS, MARK",SC,248699.34
2655,"ABUZEID, GEORGE ASSAD",SC,20507.94
2656,"TIMMONS, WILLIAM R IV",SC,1166024.17
2657,"BRIGHT, LEE",SC,264.99
2658,"BROWN, MAURICUS",SC,3353.13
2659,"ECKERT, KEVIN",SC,14843.06
2660,"NORMAN, RALPH W. JR.",SC,1075978.15
2661,"CLYBURN, JAMES E.",SC,3180323.73
2662,"TALLON, ROBIN",SC,367687.13
2663,"DIXON, GREGG MARCEL",SC,235700.97
2664,"CHAPMAN, JOHN",SC,2716.04
2665,"BUCKNER, DUKE",SC,204077.14
2666,"POLLARD, AURIOL SONIA",SC,17413.0
2667,"RICE, TOM",SC,2873670.85
2668,"RICHARDSON, WILLIAM KENNETH",SC,863272.99
2669,"SPURLOCK, JEANETTE M",SC,2762.71
2670,"DUNN, TOM",SC,39131.48
2671,"REICHERT, STEVE",SC,16575.0
2672,"ARTHUR, BARBARA MRS.",SC,155624.05
2673,"ALLEN, GRAHAM",SC,801790.92
2674,"MCBRIDE, MARK STRUTHERS",SC,48511.86
2675,"FRY, RUSSELL",SC,1167034.53
2676,"BARTON, GARRETT DR.",SC,255510.04
2677,"MORRIS, SPENCER ALLEN",SC,35017.83
2678,"RYDER, RYAN",SD,308.95
2679,"HOWARD, TAFFY",SD,332055.62
2680,"JOHNSON, DUSTY",SD,1316536.62
2681,"KREBS, SHANTEL",SD,0.0
2682,"WALSINGHAM, BLAIR NICOLE",TN,7674.74
2683,"OLSEN, MARTIN",TN,244.07
2684,"DARDEN, STEPHEN MATSON MR.",TN,4960.0
2685,"HARSHBARGER, DIANA",TN,1297510.64
2686,"GAPP, JOSHUA",TN,15141.92
2687,"HARMON, MARK DESMOND DR.",TN,79991.29
2688,"HOYOS, RENEE",TN,209.82
2689,"DUNCAN, JOHN J REP. JR.",TN,62985.58
2690,"BURCHETT, TIM",TN,1150675.45
2691,"MATLOCK, JAMES LLOYD",TN,0.0
2692,"EMERT, JASON",TN,0.0
2693,"GORMAN, MEG",TN,68549.71
2694,"DOSS, NATHANIEL MR. III",TN,0.0
2695,"GORMAN, MARY",TN,68549.71
2696,"ADAMS, MATT",TN,20520.78
2697,"FLEISCHMANN, CHARLES J",TN,924871.13
2698,"MORGAN, KENNETH FARRELL MR. SR",TN,24350.0
2699,"CASEY, SANDY FOR",TN,18780.79
2700,"HALE, CHRISTOPHER JOLLY",TN,8041.7
2701,"STEELE, RUSSELL",TN,10881.46
2702,"DESJARLAIS, SCOTT HON.",TN,154340.62
2703,"MEYER, LAWRENCE DOUG NORVILLE DOUGLAS ",TN,3624.34
2704,"MEYER, LAWRENCE N. D.",TN,3624.34
2705,"HUBBARD, STEVEN ERICH MR.",TN,0.0
2706,"BAUTISTA-JONES, JUSTIN",TN,0.0
2707,"HAYNES, KEEDA",TN,8953.49
2708,"COOPER, JAMES",TN,1321538.9
2709,"CAMPBELL, HEIDI",TN,1084278.11
